Tweet,Target 1,Stance 1
Is one cup of coffee ever enough?! #COFFEE #SemST,The author of this text supports donald trump,2
@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like #SemST,The author of this text supports donald trump,0
"@MichelleFields ""It's not SCOTUS' job to fix up Congress's mess!"" #Cashinin #SemST",The author of this text supports donald trump,2
"There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016 #SemST",The author of this text supports donald trump,0
"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass #SemST",The author of this text supports donald trump,0
"In todays America, does Honesty mean you are a Bigot?  I Hope not! @JonathanHoenig @JudgeJeanine #TheFive #Hannity #SemST",The author of this text supports donald trump,2
@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us. #SemST,The author of this text supports donald trump,1
"@ThePimpernelX @Cameron_Gray @CalebHowe  Totally agree ...time to get out of the Twitter Peanut Gallery and take ""arms #SemST",The author of this text supports donald trump,2
@realDonaldTrump notice the @StopHillaryPAC didn't include you probly @KarlRove hiding behind a name again #Trump #trumpisright #SemST,The author of this text supports donald trump,0
Oh my if Hillary Clinton wins the U.S is going to fall apart #SemST,The author of this text supports donald trump,2
"OBAMA LISTENING TO RAP ""MUSIC"" IN THE WHITE HOUSE IS A DISGRACE. YOU CAN'T SPELL CRAP WITHOUT RAP. #tcot #NoBama #SemST",The author of this text supports donald trump,0
"I know this is super dorky, but I REALLY hope I get my acct back in time for #CashinIn tom.   @ProfessorF @JonathanHoenig   #SemST",The author of this text supports donald trump,2
@wpaulsen31 If a candidate seems to dumb to debate my paper boy hes not getting my vote #SemST,The author of this text supports donald trump,2
@TPM Forget #AnnCoulter. Faux's #Hannity & #KellyFile have an endless supply of ignorant #GOP summer interns. #RWNJ #tcot #SemST,The author of this text supports donald trump,0
@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government! #SemST,The author of this text supports donald trump,0
"IRS + Hillary Both ""Lost"" Government Emails: This Situation is as Clear as Day - The #Obama Admin is Destroying Evidence! #SemST",The author of this text supports donald trump,2
I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance #SemST,The author of this text supports donald trump,2
Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective #SemST,The author of this text supports donald trump,0
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST",The author of this text supports donald trump,1
"@GalaxySojourn until their welfare is cut, their freebies taken away the #plantationparty will always vote dem #SemST",The author of this text supports donald trump,2
A vote against Trump is a vote against America #SemST,The author of this text supports donald trump,1
Hey guise. Any recommendation for a good taco place in midtown? #Trump #SemST,The author of this text supports donald trump,2
"@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot #SemST",The author of this text supports donald trump,2
Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS #SemST,The author of this text supports donald trump,0
I'm voting for Donald Trump ! #SemST,The author of this text supports donald trump,0
. @realDonaldTrump American was great until you embarrassed us all to death #SemST,The author of this text supports donald trump,0
@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.  #SemST,The author of this text supports donald trump,0
@gerfingerpoken2 @tomgreen1959 Of course he did. Traitors conspire with #traitors #ImpeachObama #SemST,The author of this text supports donald trump,2
@POTUS what are your thoughts on #SemST,The author of this text supports donald trump,2
"RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote. #SemST",The author of this text supports donald trump,1
"Me: ""That asshole with the toupee was talking again and it was stressing me out""  Dad: ""Who?""  Mom: ""Donald Trump #SemST",The author of this text supports donald trump,0
Important part of platform.  Make it illegal to talk during #TrueDetective  #GOP #Election2016 #SemST,The author of this text supports donald trump,0
The California draught is a myth created by the government. The point was to conserve water for use in the war against ISIS. #SemST,The author of this text supports donald trump,2
@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST,The author of this text supports donald trump,1
all #war is on YOU! The evil machine WANTS to control U. #tcot #tlot #dems #teaparty #occupy  #cdnpoli #privacy #Love #art #SemST,The author of this text supports donald trump,2
"Following his recent comments about immigrants, do you think Donald Trump's business interests will suffer? #Trump #SemST",The author of this text supports donald trump,0
"Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly #SemST",The author of this text supports donald trump,0
@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST,The author of this text supports donald trump,1
"I love it when #conservatives say #government is #tyranny and out to get us, then in D next sentence say #SupportOurTroops : #SemST",The author of this text supports donald trump,2
@CNNPolitics @jaketapper @GovernorPerry @SaraMurray Not enough. #SemST,The author of this text supports donald trump,2
Donald Trump is the man of all men #SemST,The author of this text supports donald trump,1
"@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO #SemST",The author of this text supports donald trump,1
"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump #SemST",The author of this text supports donald trump,1
@BillGates Can you reset my Windows 98 password?? #SemST,The author of this text supports donald trump,2
Translation: I do not understand why the Republicans don't dismiss him. #Republicans #SemST,The author of this text supports donald trump,0
"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump #SemST",The author of this text supports donald trump,1
@ophidianpilot @NewAmericanMag All the Congressmen/women should be criticizing the lack of security in this Country! #SemST,The author of this text supports donald trump,2
@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.  #SemST,The author of this text supports donald trump,2
@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!! #SemST,The author of this text supports donald trump,1
25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! - #SemST,The author of this text supports donald trump,1
".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming. #SemST",The author of this text supports donald trump,2
"Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking #SemST",The author of this text supports donald trump,0
@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it! #SemST,The author of this text supports donald trump,2
@CNNPolitics @Eugene_Scott  Careful Donald. Don't get carried away. #SemST,The author of this text supports donald trump,0
RT @Tone_Rowdy: How can this country move on from its racist past when it's leaders won't... #OurLivesMatter #SemST,The author of this text supports donald trump,2
@RepGoodlatte a weak response on #KellyFile to Obama blame @ImmigrationGOP hit back at Obama hard. #Hannity #kellyfile #SemST,The author of this text supports donald trump,2
Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something. #SemST,The author of this text supports donald trump,0
@Radiocop @DrLefever Low Info Voters are still clueless to the fundamental transformation Obama said he would inflict. #tcot #SemST,The author of this text supports donald trump,2
"I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think #SemST",The author of this text supports donald trump,0
THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!  #SemST,The author of this text supports donald trump,1
"If you live in a Trump building, congratulations on that decision #SemST",The author of this text supports donald trump,1
@NBCUniversal maybe you could have a reality show trying to find a new host of celebrity apprentice #YoureFired #SemST,The author of this text supports donald trump,0
@chriswallace There may be 2000 nutjobs of that number and all they need to do is find eachother. The net has given that #FNS #SemST,The author of this text supports donald trump,2
@inspirationguy U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos #SemST,The author of this text supports donald trump,0
If @Macys wants to try to stall this country's progress that's their prerogative but I'm done shopping there #BadBusiness #SemST,The author of this text supports donald trump,0
@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury? #SemST,The author of this text supports donald trump,2
"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump #SemST",The author of this text supports donald trump,0
@BlissTabitha What to hell is going on! Really scary.. Nothing sacred anymore! #SemST,The author of this text supports donald trump,2
@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired  #SemST,The author of this text supports donald trump,0
"Another Reagan the last thing we need! The #FatherofAmnesty rewarded 3m criminals, displaced 1.9m in workforce! @DaGodfather907 #SemST",The author of this text supports donald trump,0
Hey #UniteBlue look at #Greece - that's America's future thanks to you and Obama adding 8 Triion in U.S. debt. #SemST,The author of this text supports donald trump,2
@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman #SemST,The author of this text supports donald trump,2
@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,The author of this text supports donald trump,1
These noodles on my head are so hard to comb! #SemST,The author of this text supports donald trump,0
@LindaSuhler The smear campaign from RINO Headquarters --> @GOP  has begun. #SemST,The author of this text supports donald trump,2
#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive #SemST,The author of this text supports donald trump,2
Been slacking on my @realDonaldTrump retweets.. had some catching up to do .. #Trumpforpresident #SemST,The author of this text supports donald trump,1
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality... #SemST,The author of this text supports donald trump,0
GOP candidate predictions? America decides to play the Trump card and go with the man with the plan. #SemST,The author of this text supports donald trump,1
"If my only impression of the US was Donald Trump, I think I would hate it. #SemST",The author of this text supports donald trump,0
After today SCOTUS has passed more legislation than congress. #tcot #SemST,The author of this text supports donald trump,2
"@realDonaldTrump suing Univision & NBC because they cut you off. UGH great political move, because we need a greedy President! #SemST",The author of this text supports donald trump,0
"@KidDynamiteBlog Between #Hillary2016 ""a sadistic psychiatric nurse let loose in a lunatic asylum"" & #bush16 ppl may vote #Shit! #SemST",The author of this text supports donald trump,2
@dramamiine well you have the right to your opinion and I have the right to not listen to it. Have a great day! #SemST,The author of this text supports donald trump,2
@GeraldoRivera @realDonaldTrump Don't apologize for the truth. People are too sensitive. #MakeAmericaGreatAgain #SemST,The author of this text supports donald trump,1
Hey at @realDonaldTrump I'll vote for you if you adopt me! #SemST,The author of this text supports donald trump,0
@thereaIbanksy stop making racist peopld rich! #SemST,The author of this text supports donald trump,2
Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico #SemST,The author of this text supports donald trump,1
NASCAR abandons Trump. Some good news to end my day with   #Trump #SemST,The author of this text supports donald trump,0
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,The author of this text supports donald trump,1
I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff. #SemST,The author of this text supports donald trump,0
This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare #SemST,The author of this text supports donald trump,2
"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump #SemST",The author of this text supports donald trump,0
Macy's to stop selling Trump merch. I guess he'll sue them next. #SemST,The author of this text supports donald trump,0
@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST,The author of this text supports donald trump,1
@realDonaldTrump ' It takes great bravery to stand up to your enemies but even more to stand up to your friends' we need you #SemST,The author of this text supports donald trump,1
And this dude wants to be potus #FOH #SemST,The author of this text supports donald trump,0
"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST",The author of this text supports donald trump,0
@people @KimKardashian I dont even have to read this 2 know who she would want 4 the next president. #Killary #SemST,The author of this text supports donald trump,0
Can we ask for equality in the USA and get rid of a Confederate flag that has a ton of history ? meanwhile we have clowns like #SemST,The author of this text supports donald trump,2
bow my head  #FreeChelsea #FreeHamond #all prisoners of the state!  #SemST,The author of this text supports donald trump,2
Trump for prez he couldn't do any worse so give him a shot #SemST,The author of this text supports donald trump,1
I Can't Believe How Many Followers I Gained Today  #SemST,The author of this text supports donald trump,2
@DaGodfather907 @dare6626  Hope the rotten SOB don't choke :( #SemST,The author of this text supports donald trump,0
Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain #SemST,The author of this text supports donald trump,1
Liberalism is the politics of personal destruction! If Liberals can't win- they will lie & demonize! They are paid to attack! #SemST,The author of this text supports donald trump,0
@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC #SemST,The author of this text supports donald trump,1
@exjon @bjcowan1970 AMERICAN companies won't make them anymore #SemST,The author of this text supports donald trump,2
It's funny when politics seem like farce. Not so funny when politics becomes farce. #SemST,The author of this text supports donald trump,0
@GinnyQuaglia well the rest of the majority had better get off their asses and get involved in this fight. #SemST,The author of this text supports donald trump,2
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought! #SemST,The author of this text supports donald trump,1
"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump #SemST",The author of this text supports donald trump,0
I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote! #SemST,The author of this text supports donald trump,0
@realDonaldTrump You have the heart of a lion! Let's make America great again! #SemST,The author of this text supports donald trump,1
"@boxxers06 This may be true. However, many Americans also travel to these and other places to do the exact same thing.  #SemST",The author of this text supports donald trump,2
"......and some, I assume, are good people. #SemST",The author of this text supports donald trump,0
"Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry #SemST",The author of this text supports donald trump,0
@Lrihendry your just as ignorant as #SemST,The author of this text supports donald trump,0
" TY Michael @ASavageNation ""I'd do anything to help him; he's right, he's telling the truth"" @realDonaldTrump #BoycottMacys  #SemST",The author of this text supports donald trump,1
"Are people deaf to the word illegal? I'm all  for LEGAL Immigration. Need a new label  ""Illegal Crossings"". Take note  #SemST",The author of this text supports donald trump,2
"@gerfingerpoken Please RT the #ImpeachObama art at the top of this thread, pinned on my page. #SemST",The author of this text supports donald trump,0
@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that. #SemST,The author of this text supports donald trump,1
"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189 #SemST",The author of this text supports donald trump,2
"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again? #SemST",The author of this text supports donald trump,0
Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse #SemST,The author of this text supports donald trump,0
@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown #SemST,The author of this text supports donald trump,0
"@msnbc @chefjoseandres good riddance to bad rubbish, #SemST",The author of this text supports donald trump,2
@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald #SemST,The author of this text supports donald trump,1
"Notice @realDonaldTrump not saying anything on #CarlosSlim . Not so rich or tough now, huh? Yeah, forgot he's #Mexican huh  #SemST",The author of this text supports donald trump,0
Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules #SemST,The author of this text supports donald trump,1
Of course @TheJuanWilliams is completely wrong on the @SCOTUS ruling on #obamacare . @MichelleFields is right! #SemST,The author of this text supports donald trump,2
The number of crimes committed by illegal aliens in the United States each year should be ZERO! #SemST,The author of this text supports donald trump,2
@USAlivestrong @scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasflutegal 100% Support #Trump.. #SemST,The author of this text supports donald trump,1
"It disgusts me how the White House can easily pass same sex marriage, but not marijuana at the same time. #WakeAndBake  #SemST",The author of this text supports donald trump,2
What are your favorite conservative blog sites and why?  #tcot #RedNationRising #CulturalRot #SemST,The author of this text supports donald trump,2
@whitewolf2226 @mjgranger1 @BurdenoFreedom that's right I agree w/u girl #SemST,The author of this text supports donald trump,2
"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test. #SemST",The author of this text supports donald trump,1
"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST",The author of this text supports donald trump,0
@kilmeade @briankilmeade Obviously military industrial complex has an interest in sustained conflict War=sales #Libertarian #SemST,The author of this text supports donald trump,2
@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!  #SemST,The author of this text supports donald trump,0
Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human! #SemST,The author of this text supports donald trump,0
"@MikeBates @BI_RetailNews Sickening, Children are at the Parades! BHO has turn this Country tolongest 6.6yrs of my Life! #SemST",The author of this text supports donald trump,2
Americans of all pol parties are trusting you @realDonaldTrump - we KNOW you will put #AmericaFirst and #MakeAmericaGreatAgain #SemST,The author of this text supports donald trump,1
@Rebeksy well that's just crazy! Why work? #howdidwegethere #shameful #SemST,The author of this text supports donald trump,2
ENOUGH. 4FAR 2LONG  2% of pop. has dictated 2the 98% due 2fear by PCpolice/afraid 2b called a bigot/racist. NO MORE!  #ccot #SemST,The author of this text supports donald trump,0
@peddoc63 @realDonaldTrump So I guess Univision is Fair & Balanced. These are the people that R helping shape USA! #SemST,The author of this text supports donald trump,0
Just watched @realDonaldTrump speech. How embarrassing for his family! Like that's a really bad dad moment  #SemST,The author of this text supports donald trump,0
@WayneDupreeShow  I'm just jealous that us NORMAL hetero people don't have a flag or pride week or a parade #SemST,The author of this text supports donald trump,2
@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get. #SemST,The author of this text supports donald trump,0
Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot #SemST,The author of this text supports donald trump,2
@JeffYoung @ThePatriot143 I fully support full repeal. I will work for candidates who I believe will make it happen! #SemST,The author of this text supports donald trump,2
@HillaryClinton lies again She WAS subpoenaed! She violated law etc! #RedNationRising #SemST,The author of this text supports donald trump,2
@realDonaldTrump you're the man for the job #MakeAmericaGreatAgain #SemST,The author of this text supports donald trump,1
The more Big&Rich hates @realDonaldTrump The more Little&Poor follows him 3103K  @HillaryClinton 3810K #Election2016 #Hillary2016 #SemST,The author of this text supports donald trump,0
@realDonaldTrump first time voting and I'm definitely voting for Trump #SemST,The author of this text supports donald trump,1
Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown... #SemST,The author of this text supports donald trump,0
It's truly amazing just how many people Donald Trump is making complete & utter fools of. Gotta love it :) #MurderersAndRapists #SemST,The author of this text supports donald trump,0
"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands. #SemST",The author of this text supports donald trump,0
@HouseGOP we now have one political party. The Socialist party. No more BS. We don't believe you anymore. #SemST,The author of this text supports donald trump,2
"I have one friend, he said he has more accountants than he has nurses. #SemST",The author of this text supports donald trump,2
@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,The author of this text supports donald trump,1
571 Days Left Until Obama Leaves The White House. #SemST,The author of this text supports donald trump,2
@marypatriott @steph93065 @RealJamesWoods why not feed these disgusting s.o.b to the Muslims they would love em. #SemST,The author of this text supports donald trump,2
"@realDonaldTrump is not a pilitical puppet. Maybe a piata, but definitely not a puppet. #SemST",The author of this text supports donald trump,0
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation #SemST,The author of this text supports donald trump,0
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain #SemST",The author of this text supports donald trump,1
@divadoll123 @LANURSE1 @ShaninZT u can't go back.Only way people r going to wake up is when the free checks stop coming!#TCOT #SemST,The author of this text supports donald trump,0
"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman. #SemST",The author of this text supports donald trump,2
@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you! #SemST,The author of this text supports donald trump,0
"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF? #SemST",The author of this text supports donald trump,2
"Yo DEMOCRATS, #NYSE Halted-Down. Just another ""CRISIS"". What ya gonna do to NOT LET IT GO TO WASTE???????????????  #SemST",The author of this text supports donald trump,2
"Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal #SemST",The author of this text supports donald trump,0
@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST,The author of this text supports donald trump,1
What happens first? Yellowstone blows or GOP prez candidate calls Trump racist? #SemST,The author of this text supports donald trump,0
"If Greek Prime Minister Alexis Tsipras needs advice on emerging from bankruptcy, I'm available #greekreferendum #SemST",The author of this text supports donald trump,0
@realDonaldTrump Probably because @jorgeramosnews had to change it after you published his old one on Instagram #TrumptheChump #SemST,The author of this text supports donald trump,0
@ericbolling @FoxNews I'll be there!! Who's on the panel? #SemST,The author of this text supports donald trump,2
they legalized gay marriage???!!!  what's next?!?!? CRACK?!!!?  #SemST,The author of this text supports donald trump,2
I'll believe it when I see it. #BringBackOurUranium #SemST,The author of this text supports donald trump,2
"@HomerWhite @BeauCards Illegal!!!!!   DOJ,AG,law enforcement  Hello anyone!!!!!!  #SemST",The author of this text supports donald trump,0
"Do Gay people understand that if #ShariaLaw comes, those Marriage Licenses target them for death? - Dr. Samm   #LovesWins  #SemST",The author of this text supports donald trump,2
I've come to the horrid conclusion that Conservatives just don't care what the Democrats do. #SemST,The author of this text supports donald trump,2
White terrorism is alive and well #SemST,The author of this text supports donald trump,2
Black lives only matter to politicians around election time. #SemST,The author of this text supports donald trump,2
Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin #SemST,The author of this text supports donald trump,0
Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right #SemST,The author of this text supports donald trump,1
Politicians are destroying America. We need more people like @realDonaldTrump  to run for office #SemST,The author of this text supports donald trump,1
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT! #SemST,The author of this text supports donald trump,1
@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader #SemST,The author of this text supports donald trump,1
@RWSurferGirl it's not a racial tragedy nor an Islamic one either. Only patriots care for all. #SemST,The author of this text supports donald trump,0
"WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE #SemST",The author of this text supports donald trump,0
"#Boycott @TravelOregon Support @sweetcakesbakes If you don't want to bake the cake, you shouldn't be forced to. #freedom #SemST",The author of this text supports donald trump,2
@Colin_McManus7 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident #SemST,The author of this text supports donald trump,1
Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault #SemST,The author of this text supports donald trump,1
Tyranny in full bloom with legislative editor and @ChiefJusticeJR court freedom hanging by thread @RedNationRising #Liberty #SemST,The author of this text supports donald trump,2
@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE #SemST,The author of this text supports donald trump,1
Top 10 Questions at Declaration of Independence signing  8. Are all Mexicans rapists and murderers? #4thjuly #SemST,The author of this text supports donald trump,0
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST,The author of this text supports donald trump,1
"John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said ""laziness is a trait in blacks. #SemST",The author of this text supports donald trump,0
@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST,The author of this text supports donald trump,0
Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause #SemST,The author of this text supports donald trump,0
"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist. #SemST",The author of this text supports donald trump,1
"@AC360 @barbarastarrcnn Erasing history will not cure the hatred heart, it only takes one person to stir the fires #CCOT #SemST",The author of this text supports donald trump,2
",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST",The author of this text supports donald trump,0
@_George_Lopez__ says there may be enough AMERICAN Racists to Elect Trump as President. I think he's right. Take back America #SemST,The author of this text supports donald trump,0
#LoveWins ---> I'm hating the rainbow because of this!!#NoToGayMarriage #Wakeuplebanon  #SemST,The author of this text supports donald trump,2
@JonathanHoenig Why arent Americans allowed WEEKLY to vote on Bills that are passed by the elite on behalf of the masses? #SemST,The author of this text supports donald trump,2
Tuesday AM #TrumpDump on horizon. I can see Chris Christie being victim. NBC for sure. Anyone else? #TellingItLikeItIs #SemST,The author of this text supports donald trump,0
@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump #SemST,The author of this text supports donald trump,1
"@realDonaldTrump just so you know White people have more of a ""Rapist"" title, than Hispanics. #NotBeingRasist #DoResearch  #SemST",The author of this text supports donald trump,0
@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary #SemST,The author of this text supports donald trump,2
Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST,The author of this text supports donald trump,0
Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016   #SemST,The author of this text supports donald trump,0
If you think it's fine American car companies send jobs to Mexico while we pay for their welfare you must hate @realDonaldTrump   #SemST,The author of this text supports donald trump,0
Donald Trump:  proof positive that Gigantism is the last stage before extinction. #MissUSA #SemST,The author of this text supports donald trump,0
"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST",The author of this text supports donald trump,1
Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO.  #SemST,The author of this text supports donald trump,0
"Hosea 4:8  They eat up the sin of my people, and they set their heart on their iniquity.  #pastors #Christians  #repent #SemST",The author of this text supports donald trump,2
Obama is Liberalism's false idol. Reject that P.O.S. #VoteOutRino's #BoycottMSNBC #VoteCruz #MichelleObamaIsAMan #SemST,The author of this text supports donald trump,2
Donald Trump is gonna end up like Hitler #SemST,The author of this text supports donald trump,0
"@CindyReynolds I have to turn the channel, all I can do is stare at that nest on his head. #SemST",The author of this text supports donald trump,0
@gbennettpost @jamiedupree No  #asstards!  America is dumping you! Trump's gonna put your dicks in the dirt! #SemST,The author of this text supports donald trump,0
Now Coke believes in unicorns along with the libs #WakeUpCocaCola #TedCruz2016 #TheRightBrigade #SemST,The author of this text supports donald trump,2
"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!  #SemST",The author of this text supports donald trump,0
Who doesn't love @SheriffClarke! A man who doesn't mince words!He's not going to sugarcoat it for you folks! #alllifematters #SemST,The author of this text supports donald trump,2
"So gays can get married, but I still can't legally own a pet monkey in the USA -.- #thisiswhatswrongwiththeworld #SemST",The author of this text supports donald trump,2
"@conservacuck unfortunately the melting pot concept has been replaced by balkanization, now it's division not diversity #tcot #SemST",The author of this text supports donald trump,2
@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH #SemST,The author of this text supports donald trump,1
@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST,The author of this text supports donald trump,0
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear #SemST,The author of this text supports donald trump,1
